Incident_Id,Offense,Cluster
147969,Aggravated Assault,Assault
147970,Destruction/Damage/Vandalism of Property,Assault
147971,Destruction/Damage/Vandalism of Property,Assault
147972,Simple Assault,Assault
147973,Intimidation,Psychological Harassment
147974,Aggravated Assault,Assault
147975,Simple Assault,Assault
147976,Destruction/Damage/Vandalism of Property,Assault
147977,Destruction/Damage/Vandalism of Property,Assault
147978,Destruction/Damage/Vandalism of Property,Assault
147979,Destruction/Damage/Vandalism of Property,Assault
147980,Destruction/Damage/Vandalism of Property,Assault
147981,Aggravated Assault,Assault
147982,Destruction/Damage/Vandalism of Property,Assault
147983,Aggravated Assault,Assault
147984,Not Specified,Other
147985,Intimidation,Psychological Harassment
147986,Aggravated Assault,Assault
147987,Simple Assault,Assault
147988,Intimidation,Psychological Harassment
147989,Simple Assault,Assault
147990,Intimidation,Psychological Harassment
147991,Robbery,Burgarly or Robbery
147992,Simple Assault,Assault
147993,Destruction/Damage/Vandalism of Property,Assault
147994,Aggravated Assault,Assault
147995,Simple Assault,Assault
147996,Simple Assault,Assault
147997,Destruction/Damage/Vandalism of Property,Assault
147998,Intimidation,Psychological Harassment
147999,Destruction/Damage/Vandalism of Property,Assault
148000,Destruction/Damage/Vandalism of Property,Assault
148001,Destruction/Damage/Vandalism of Property,Assault
148002,Destruction/Damage/Vandalism of Property,Assault
148003,Destruction/Damage/Vandalism of Property,Assault
148004,Simple Assault,Assault
148005,Simple Assault,Assault
148006,Destruction/Damage/Vandalism of Property,Assault
148007,Burglary/Breaking & Entering,Burgarly or Robbery
148008,Destruction/Damage/Vandalism of Property,Assault
148009,Intimidation,Psychological Harassment
148010,Destruction/Damage/Vandalism of Property,Assault
148011,Destruction/Damage/Vandalism of Property,Assault
148012,Intimidation,Psychological Harassment
148013,Intimidation,Psychological Harassment
148014,Aggravated Assault,Assault
148015,Destruction/Damage/Vandalism of Property,Assault
148016,Destruction/Damage/Vandalism of Property,Assault
143967,Simple Assault,Assault
143968,Destruction/Damage/Vandalism of Property,Assault
148017,Burglary/Breaking & Entering,Burgarly or Robbery
148017,Destruction/Damage/Vandalism of Property,Assault
143969,Aggravated Assault,Assault
143970,Robbery,Burgarly or Robbery
143971,Simple Assault,Assault
143972,Aggravated Assault,Assault
143973,Destruction/Damage/Vandalism of Property,Assault
143974,Burglary/Breaking & Entering,Burgarly or Robbery
143974,Destruction/Damage/Vandalism of Property,Assault
143975,Destruction/Damage/Vandalism of Property,Assault
143976,Simple Assault,Assault
143977,Intimidation,Psychological Harassment
143978,Destruction/Damage/Vandalism of Property,Assault
143979,Intimidation,Psychological Harassment
143980,Intimidation,Psychological Harassment
143981,Robbery,Burgarly or Robbery
143982,Destruction/Damage/Vandalism of Property,Assault
143983,Aggravated Assault,Assault
143983,Intimidation,Psychological Harassment
143984,Simple Assault,Assault
143985,Simple Assault,Assault
143986,Simple Assault,Assault
143987,Intimidation,Psychological Harassment
143988,Simple Assault,Assault
143989,Simple Assault,Assault
143990,Destruction/Damage/Vandalism of Property,Assault
143991,Destruction/Damage/Vandalism of Property,Assault
143992,Intimidation,Psychological Harassment
143993,Simple Assault,Assault
143994,Intimidation,Psychological Harassment
143995,Simple Assault,Assault
143996,Aggravated Assault,Assault
143997,Destruction/Damage/Vandalism of Property,Assault
143998,Destruction/Damage/Vandalism of Property,Assault
143999,Destruction/Damage/Vandalism of Property,Assault
144000,Burglary/Breaking & Entering,Burgarly or Robbery
144001,Aggravated Assault,Assault
144002,Aggravated Assault,Assault
144003,Aggravated Assault,Assault
148018,Destruction/Damage/Vandalism of Property,Assault
144004,Destruction/Damage/Vandalism of Property,Assault
148019,Destruction/Damage/Vandalism of Property,Assault
148020,Destruction/Damage/Vandalism of Property,Assault
148020,Not Specified,Other
144005,Destruction/Damage/Vandalism of Property,Assault
144006,Destruction/Damage/Vandalism of Property,Assault
148021,Destruction/Damage/Vandalism of Property,Assault
148022,Simple Assault,Assault
148023,Aggravated Assault,Assault
144007,Destruction/Damage/Vandalism of Property,Assault
144008,Destruction/Damage/Vandalism of Property,Assault
148024,Intimidation,Psychological Harassment
144009,Intimidation,Psychological Harassment
144010,Intimidation,Psychological Harassment
148025,Aggravated Assault,Assault
148026,Aggravated Assault,Assault
148027,Aggravated Assault,Assault
148028,Aggravated Assault,Assault
148029,Burglary/Breaking & Entering,Burgarly or Robbery
148029,Destruction/Damage/Vandalism of Property,Assault
144011,Destruction/Damage/Vandalism of Property,Assault
144012,Intimidation,Psychological Harassment
148030,Simple Assault,Assault
144013,Destruction/Damage/Vandalism of Property,Assault
144014,Destruction/Damage/Vandalism of Property,Assault
144015,Intimidation,Psychological Harassment
144016,Intimidation,Psychological Harassment
144017,Intimidation,Psychological Harassment
144018,Intimidation,Psychological Harassment
144019,Destruction/Damage/Vandalism of Property,Assault
144020,Intimidation,Psychological Harassment
144021,Intimidation,Psychological Harassment
144022,Intimidation,Psychological Harassment
144023,Simple Assault,Assault
148031,Aggravated Assault,Assault
148032,Destruction/Damage/Vandalism of Property,Assault
148033,Destruction/Damage/Vandalism of Property,Assault
148034,Intimidation,Psychological Harassment
144024,Simple Assault,Assault
144025,Simple Assault,Assault
148035,Aggravated Assault,Assault
148036,Simple Assault,Assault
144026,Simple Assault,Assault
148037,Intimidation,Psychological Harassment
148038,Simple Assault,Assault
144027,Aggravated Assault,Assault
144027,Burglary/Breaking & Entering,Burgarly or Robbery
144027,Simple Assault,Assault
148039,Destruction/Damage/Vandalism of Property,Assault
148040,Intimidation,Psychological Harassment
144028,Simple Assault,Assault
148041,Intimidation,Psychological Harassment
144029,Simple Assault,Assault
148042,Aggravated Assault,Assault
148043,Aggravated Assault,Assault
144030,Intimidation,Psychological Harassment
144031,Destruction/Damage/Vandalism of Property,Assault
148044,Intimidation,Psychological Harassment
148045,Destruction/Damage/Vandalism of Property,Assault
148046,Intimidation,Psychological Harassment
144032,Robbery,Burgarly or Robbery
144033,Intimidation,Psychological Harassment
144033,Simple Assault,Assault
148047,Destruction/Damage/Vandalism of Property,Assault
148047,Intimidation,Psychological Harassment
148047,Not Specified,Other
148048,Intimidation,Psychological Harassment
148048,Simple Assault,Assault
144034,Aggravated Assault,Assault
148049,Intimidation,Psychological Harassment
144035,Robbery,Burgarly or Robbery
144036,Intimidation,Psychological Harassment
148050,Intimidation,Psychological Harassment
148051,Simple Assault,Assault
148052,Simple Assault,Assault
144037,Simple Assault,Assault
148053,Destruction/Damage/Vandalism of Property,Assault
144038,Destruction/Damage/Vandalism of Property,Assault
148054,Aggravated Assault,Assault
144039,Intimidation,Psychological Harassment
148055,Destruction/Damage/Vandalism of Property,Assault
148055,Intimidation,Psychological Harassment
148056,Simple Assault,Assault
144040,Intimidation,Psychological Harassment
144041,Intimidation,Psychological Harassment
144042,Intimidation,Psychological Harassment
144043,Destruction/Damage/Vandalism of Property,Assault
148057,Simple Assault,Assault
148058,Simple Assault,Assault
148059,Destruction/Damage/Vandalism of Property,Assault
148060,Aggravated Assault,Assault
148061,Simple Assault,Assault
148062,Destruction/Damage/Vandalism of Property,Assault
144044,Aggravated Assault,Assault
144045,Intimidation,Psychological Harassment
148063,Destruction/Damage/Vandalism of Property,Assault
144046,Destruction/Damage/Vandalism of Property,Assault
148064,Destruction/Damage/Vandalism of Property,Assault
148065,Destruction/Damage/Vandalism of Property,Assault
148066,Destruction/Damage/Vandalism of Property,Assault
144047,Simple Assault,Assault
148067,Destruction/Damage/Vandalism of Property,Assault
144048,Destruction/Damage/Vandalism of Property,Assault
144049,Simple Assault,Assault
148068,Aggravated Assault,Assault
148068,Burglary/Breaking & Entering,Burgarly or Robbery
148068,Intimidation,Psychological Harassment
148069,Destruction/Damage/Vandalism of Property,Assault
148070,Intimidation,Psychological Harassment
144050,Aggravated Assault,Assault
144050,Intimidation,Psychological Harassment
148071,Intimidation,Psychological Harassment
148071,Simple Assault,Assault
144051,Intimidation,Psychological Harassment
148072,Intimidation,Psychological Harassment
144052,Intimidation,Psychological Harassment
144053,Destruction/Damage/Vandalism of Property,Assault
144054,Intimidation,Psychological Harassment
148073,Destruction/Damage/Vandalism of Property,Assault
148074,Destruction/Damage/Vandalism of Property,Assault
148075,Intimidation,Psychological Harassment
148076,Intimidation,Psychological Harassment
144055,Destruction/Damage/Vandalism of Property,Assault
148077,Destruction/Damage/Vandalism of Property,Assault
144056,Destruction/Damage/Vandalism of Property,Assault
144057,Intimidation,Psychological Harassment
144057,Robbery,Burgarly or Robbery
148078,Destruction/Damage/Vandalism of Property,Assault
144058,Intimidation,Psychological Harassment
144058,Simple Assault,Assault
144059,Intimidation,Psychological Harassment
144060,Intimidation,Psychological Harassment
144060,Simple Assault,Assault
144061,Destruction/Damage/Vandalism of Property,Assault
144062,Destruction/Damage/Vandalism of Property,Assault
144063,Destruction/Damage/Vandalism of Property,Assault
144064,Destruction/Damage/Vandalism of Property,Assault
144065,Destruction/Damage/Vandalism of Property,Assault
144066,Aggravated Assault,Assault
144066,Intimidation,Psychological Harassment
144067,Intimidation,Psychological Harassment
144068,Intimidation,Psychological Harassment
148079,Aggravated Assault,Assault
148079,Intimidation,Psychological Harassment
148080,Destruction/Damage/Vandalism of Property,Assault
148081,Intimidation,Psychological Harassment
148082,Aggravated Assault,Assault
148083,Destruction/Damage/Vandalism of Property,Assault
144069,Intimidation,Psychological Harassment
148084,Aggravated Assault,Assault
148085,Simple Assault,Assault
144070,Intimidation,Psychological Harassment
144071,Intimidation,Psychological Harassment
144072,Intimidation,Psychological Harassment
144073,Simple Assault,Assault
144074,Destruction/Damage/Vandalism of Property,Assault
144075,Intimidation,Psychological Harassment
148086,Simple Assault,Assault
148087,Destruction/Damage/Vandalism of Property,Assault
148088,Destruction/Damage/Vandalism of Property,Assault
148089,Intimidation,Psychological Harassment
148090,Simple Assault,Assault
148091,Intimidation,Psychological Harassment
148092,Destruction/Damage/Vandalism of Property,Assault
148093,Intimidation,Psychological Harassment
148094,Intimidation,Psychological Harassment
148095,Intimidation,Psychological Harassment
144076,Destruction/Damage/Vandalism of Property,Assault
148096,Destruction/Damage/Vandalism of Property,Assault
144077,Intimidation,Psychological Harassment
144078,Simple Assault,Assault
144079,Aggravated Assault,Assault
144080,Simple Assault,Assault
144081,Destruction/Damage/Vandalism of Property,Assault
144082,Intimidation,Psychological Harassment
144083,Simple Assault,Assault
144084,Intimidation,Psychological Harassment
144085,Simple Assault,Assault
148097,Destruction/Damage/Vandalism of Property,Assault
148098,Destruction/Damage/Vandalism of Property,Assault
148099,Aggravated Assault,Assault
148100,Burglary/Breaking & Entering,Burgarly or Robbery
148100,Destruction/Damage/Vandalism of Property,Assault
148100,Intimidation,Psychological Harassment
148101,Destruction/Damage/Vandalism of Property,Assault
148102,Aggravated Assault,Assault
148103,Destruction/Damage/Vandalism of Property,Assault
148104,Destruction/Damage/Vandalism of Property,Assault
148105,Destruction/Damage/Vandalism of Property,Assault
148106,Intimidation,Psychological Harassment
148107,Destruction/Damage/Vandalism of Property,Assault
148108,Destruction/Damage/Vandalism of Property,Assault
148109,Intimidation,Psychological Harassment
148109,Robbery,Burgarly or Robbery
144086,Arson,Assault
144086,Destruction/Damage/Vandalism of Property,Assault
148110,Destruction/Damage/Vandalism of Property,Assault
144087,Destruction/Damage/Vandalism of Property,Assault
148111,Aggravated Assault,Assault
144088,Destruction/Damage/Vandalism of Property,Assault
144089,Intimidation,Psychological Harassment
144089,Robbery,Burgarly or Robbery
144090,Destruction/Damage/Vandalism of Property,Assault
148112,Intimidation,Psychological Harassment
148112,Simple Assault,Assault
148113,Destruction/Damage/Vandalism of Property,Assault
148114,Destruction/Damage/Vandalism of Property,Assault
144091,Destruction/Damage/Vandalism of Property,Assault
144092,Destruction/Damage/Vandalism of Property,Assault
148115,Destruction/Damage/Vandalism of Property,Assault
148115,Intimidation,Psychological Harassment
148116,Aggravated Assault,Assault
148116,Intimidation,Psychological Harassment
148116,Robbery,Burgarly or Robbery
144093,Destruction/Damage/Vandalism of Property,Assault
